year,team_raw,jersey,name,position,position_group,born,age_at_tournament,club_name,club_country,caps_at_start,national_goals_at_start
2026,France,10.0,Kylian Mbappé,FW,FW,1998-12-20,27.0,Real Madrid,Spain,,
2026,France,11.0,Michael Olise,FW,FW,2001-12-12,24.0,Bayern Munich,Germany,,
2026,France,12.0,Bradley Barcola,FW,FW,2002-09-02,23.0,Paris Saint-Germain,France,,
2026,France,13.0,N'Golo Kanté,MF,MF,1991-03-29,35.0,Fenerbahçe,Turkey,,
2026,France,14.0,Adrien Rabiot,MF,MF,1995-04-03,31.0,Milan,Italy,,
2026,France,15.0,Ibrahima Konaté,DF,DF,1999-05-25,27.0,Liverpool,England,,
2026,France,16.0,Mike Maignan,GK,GK,1995-07-03,30.0,Milan,Italy,,
2026,France,17.0,William Saliba,DF,DF,2001-03-24,25.0,Arsenal,England,,
2026,France,18.0,Warren Zaïre-Emery,MF,MF,2006-03-08,20.0,Paris Saint-Germain,France,,
2026,France,19.0,Théo Hernandez,DF,DF,1997-10-06,28.0,Al-Hilal,Saudi Arabia,,
2026,France,20.0,Désiré Doué,FW,FW,2005-06-03,21.0,Paris Saint-Germain,France,,
2026,France,21.0,Lucas Hernandez,DF,DF,1996-02-14,30.0,Paris Saint-Germain,France,,
2026,France,22.0,Jean-Philippe Mateta,FW,FW,1997-06-28,28.0,Crystal Palace,England,,
2026,France,23.0,Robin Risser,GK,GK,2004-12-02,21.0,Lens,France,,
2026,France,24.0,Rayan Cherki,FW,FW,2003-08-17,22.0,Manchester City,England,,
2026,France,25.0,Maghnes Akliouche,FW,FW,2002-02-25,24.0,Monaco,France,,
2026,France,26.0,Maxence Lacroix,DF,DF,2000-04-06,26.0,Crystal Palace,England,,
2026,Germany,,Manuel Neuer,GK,GK,1986-03-27,40.0,Bayern Munich,Germany,,
2026,Germany,,Oliver Baumann,GK,GK,1990-06-02,36.0,TSG Hoffenheim,Germany,,
2026,Germany,,Alexander Nübel,GK,GK,1996-09-30,29.0,VfB Stuttgart,Germany,,
2026,Germany,,Antonio Rüdiger,DF,DF,1993-03-03,33.0,Real Madrid,Spain,,
2026,Germany,,Jonathan Tah,DF,DF,1996-02-11,30.0,Bayern Munich,Germany,,
2026,Germany,,David Raum,DF,DF,1998-04-22,28.0,RB Leipzig,Germany,,
2026,Germany,,Nico Schlotterbeck,DF,DF,1999-12-01,26.0,Borussia Dortmund,Germany,,
2026,Germany,,Waldemar Anton,DF,DF,1996-07-20,29.0,Borussia Dortmund,Germany,,
2026,Germany,,Malick Thiaw,DF,DF,2001-08-08,24.0,Newcastle United,England,,
2026,Germany,,Nathaniel Brown,DF,DF,2003-06-16,22.0,Eintracht Frankfurt,Germany,,
2026,Germany,,Joshua Kimmich,MF,MF,1995-02-08,31.0,Bayern Munich,Germany,,
2026,Germany,,Leroy Sané,MF,MF,1996-01-11,30.0,Galatasaray,Turkey,,
2026,Germany,,Leon Goretzka,MF,MF,1995-02-06,31.0,Bayern Munich,Germany,,
2026,Germany,,Jamal Musiala,MF,MF,2003-02-26,23.0,Bayern Munich,Germany,,
2026,Germany,,Florian Wirtz,MF,MF,2003-05-03,23.0,Liverpool,England,,
2026,Germany,,Pascal Groß,MF,MF,1991-06-15,34.0,Brighton & Hove Albion,England,,
2026,Germany,,Nadiem Amiri,MF,MF,1996-10-27,29.0,Mainz 05,Germany,,
2026,Germany,,Aleksandar Pavlović,MF,MF,2004-05-03,22.0,Bayern Munich,Germany,,
2026,Germany,,Angelo Stiller,MF,MF,2001-04-04,25.0,VfB Stuttgart,Germany,,
2026,Germany,,Felix Nmecha,MF,MF,2000-10-10,25.0,Borussia Dortmund,Germany,,
2026,Germany,,Jamie Leweling,MF,MF,2001-02-26,25.0,VfB Stuttgart,Germany,,
2026,Germany,,Lennart Karl,MF,MF,2008-02-22,18.0,Bayern Munich,Germany,,
2026,Germany,,Kai Havertz,FW,FW,1999-06-11,27.0,Arsenal,England,,
2026,Germany,,Nick Woltemade,FW,FW,2002-02-14,24.0,Newcastle United,England,,
2026,Germany,,Deniz Undav,FW,FW,1996-07-19,29.0,VfB Stuttgart,Germany,,
2026,Germany,,Maximilian Beier,FW,FW,2002-10-17,23.0,Borussia Dortmund,Germany,,
2026,Ghana,1.0,Lawrence Ati-Zigi,GK,GK,1996-11-29,29.0,St. Gallen,,,
2026,Ghana,2.0,Alidu Seidu,DF,DF,2000-06-04,26.0,Rennes,France,,
2026,Ghana,3.0,Caleb Yirenkyi,MF,MF,2006-01-15,20.0,Nordsjælland,Denmark,,
2026,Ghana,4.0,Jonas Adjetey,DF,DF,2003-12-13,22.0,VfL Wolfsburg,Germany,,
2026,Ghana,5.0,Thomas Partey,MF,MF,1993-06-13,32.0,Villarreal,Spain,,
2026,Ghana,6.0,Abdul Mumin,DF,DF,1998-06-06,28.0,Rayo Vallecano,Spain,,
2026,Ghana,7.0,Abdul Fatawu,FW,FW,2004-03-08,22.0,Leicester City,England,,
2026,Ghana,8.0,Kwasi Sibo,MF,MF,1998-06-24,27.0,Oviedo,Spain,,
2026,Ghana,9.0,Jordan Ayew,FW,FW,1991-09-11,34.0,Leicester City,England,,
2026,Ghana,10.0,Brandon Thomas-Asante,FW,FW,1998-12-29,27.0,Coventry City,England,,
2026,Ghana,11.0,Antoine Semenyo,MF,MF,2000-01-07,26.0,Manchester City,England,,
2026,Ghana,12.0,Joseph Anang,GK,GK,2000-06-08,26.0,St Patrick's Athletic,Ireland,,
2026,Ghana,13.0,Christopher Bonsu Baah,FW,FW,2004-12-14,21.0,Al-Qadsiah,Saudi Arabia,,
2026,Ghana,14.0,Gideon Mensah,DF,DF,1998-07-18,27.0,Auxerre,France,,
2026,Ghana,15.0,Elisha Owusu,MF,MF,1997-11-07,28.0,Auxerre,France,,
2026,Ghana,16.0,Benjamin Asare,GK,GK,1992-07-13,33.0,Hearts of Oak,Ghana,,
2026,Ghana,17.0,Abdul Rahman Baba,DF,DF,1994-07-02,31.0,PAOK,Greece,,
2026,Ghana,18.0,Jerome Opoku,DF,DF,1998-10-14,27.0,İstanbul Başakşehir,Turkey,,
2026,Ghana,19.0,Iñaki Williams,FW,FW,1994-06-15,31.0,Athletic Bilbao,Spain,,
2026,Ghana,20.0,Augustine Boakye,MF,MF,2000-11-03,25.0,Saint-Étienne,France,,
2026,Ghana,21.0,Kojo Peprah Oppong,DF,DF,2004-06-04,22.0,Nice,France,,
2026,Ghana,22.0,Kamaldeen Sulemana,FW,FW,2002-02-15,24.0,Atalanta,Italy,,
2026,Ghana,23.0,Derrick Luckassen,DF,DF,1995-07-03,30.0,Pafos,Cyprus,,
2026,Ghana,24.0,Ernest Nuamah,FW,FW,2003-11-01,22.0,Lyon,France,,
2026,Ghana,25.0,Prince Kwabena Adu,FW,FW,2003-09-23,22.0,Viktoria Plzeň,Czech Republic,,
2026,Ghana,26.0,Marvin Senaya,DF,DF,2001-01-28,25.0,Auxerre,France,,
2026,Haiti,,Johny Placide,GK,GK,1988-01-29,38.0,Bastia,France,,
2026,Haiti,,Alexandre Pierre,GK,GK,2001-02-25,25.0,Sochaux,France,,
2026,Haiti,,Josué Duverger,GK,GK,2000-04-27,26.0,Cosmos Koblenz,Germany,,
2026,Haiti,,Ricardo Adé,DF,DF,1990-05-21,36.0,LDU Quito,Ecuador,,
2026,Haiti,,Carlens Arcus,DF,DF,1996-06-28,29.0,Angers,France,,
2026,Haiti,,Martin Expérience,DF,DF,1999-03-09,27.0,Nancy,France,,
2026,Haiti,,Jean-Kévin Duverne,DF,DF,1997-07-12,28.0,Gent,,,
2026,Haiti,,Duke Lacroix,DF,DF,1993-10-14,32.0,Colorado Springs Switchbacks FC,United States,,
2026,Haiti,,Wilguens Paugain,DF,DF,2001-08-24,24.0,Zulte Waregem,,,
2026,Haiti,,Hannes Delcroix,DF,DF,1999-02-28,27.0,Lugano,,,
2026,Haiti,,Keeto Thermoncy,DF,DF,2006-03-29,20.0,Young Boys,,,
2026,Haiti,,Leverton Pierre,MF,MF,1998-03-09,28.0,Vizela,,,
2026,Haiti,,Danley Jean Jacques,MF,MF,2000-05-20,26.0,Philadelphia Union,United States,,
2026,Haiti,,Carl Sainté,MF,MF,2002-08-09,23.0,El Paso Locomotive FC,United States,,
2026,Haiti,,Jean-Ricner Bellegarde,MF,MF,1998-06-27,27.0,Wolverhampton Wanderers,England,,
2026,Haiti,,Woodensky Pierre,MF,MF,2004-12-30,21.0,Violette,Haiti,,
2026,Haiti,,Dominique Simon,MF,MF,2000-07-29,25.0,Tatran Prešov,Slovakia,,
2026,Haiti,,Duckens Nazon,FW,FW,1994-04-07,32.0,Esteghlal,Iran,,
2026,Haiti,,Frantzdy Pierrot,FW,FW,1995-03-29,31.0,Çaykur Rizespor,Turkey,,
2026,Haiti,,Derrick Etienne Jr.,FW,FW,1996-11-25,29.0,Toronto FC,,,
2026,Haiti,,Louicius Deedson,FW,FW,2001-02-11,25.0,FC Dallas,United States,,
2026,Haiti,,Ruben Providence,FW,FW,2001-07-07,24.0,Almere City,Netherlands,,
2026,Haiti,,Josué Casimir,FW,FW,2001-09-24,24.0,Auxerre,France,,
2026,Haiti,,Yassin Fortuné,FW,FW,1999-01-30,27.0,Vizela,,,
2026,Haiti,,Wilson Isidor,FW,FW,2000-08-27,25.0,Sunderland,England,,
2026,Haiti,,Lenny Joseph,FW,FW,2000-10-12,25.0,Ferencváros,Hungary,,
2026,Iran,1.0,Alireza Beiranvand,GK,GK,1992-09-21,33.0,Tractor,Iran,,
2026,Iran,2.0,Saleh Hardani,DF,DF,1998-12-26,27.0,Esteghlal,Iran,,
2026,Iran,3.0,Ehsan Hajsafi,DF,DF,1990-02-25,36.0,Sepahan,Iran,,
2026,Iran,4.0,Shojae Khalilzadeh,DF,DF,1989-05-14,37.0,Tractor,Iran,,
2026,Iran,5.0,Milad Mohammadi,DF,DF,1993-09-29,32.0,Persepolis,Iran,,
2026,Iran,6.0,Saeid Ezatolahi,MF,MF,1996-10-01,29.0,Shabab Al-Ahli,United Arab Emirates,,
2026,Iran,7.0,Alireza Jahanbakhsh,MF,MF,1993-08-11,32.0,Dender,,,
2026,Iran,8.0,Mohammad Mohebi,MF,MF,1998-12-20,27.0,Rostov,Russia,,
2026,Iran,9.0,Mehdi Taremi,FW,FW,1992-07-18,33.0,Olympiacos,Greece,,
2026,Iran,10.0,Mehdi Ghayedi,FW,FW,1998-12-05,27.0,Al-Nasr,United Arab Emirates,,
2026,Iran,11.0,Ali Alipour,FW,FW,1995-11-11,30.0,Persepolis,Iran,,
2026,Iran,12.0,Payam Niazmand,GK,GK,1995-04-06,31.0,Persepolis,Iran,,
2026,Iran,13.0,Hossein Kanaanizadegan,DF,DF,1994-03-23,32.0,Persepolis,Iran,,
2026,Iran,14.0,Saman Ghoddos,MF,MF,1993-09-06,32.0,Kalba,United Arab Emirates,,
2026,Iran,15.0,Rouzbeh Cheshmi,MF,MF,1993-07-24,32.0,Esteghlal,Iran,,
2026,Iran,16.0,Mehdi Torabi,MF,MF,1994-09-10,31.0,Tractor,Iran,,
2026,Iran,17.0,Aria Yousefi,DF,DF,2002-04-22,24.0,Sepahan,Iran,,
2026,Iran,18.0,Amirhossein Hosseinzadeh,FW,FW,2000-10-30,25.0,Tractor,Iran,,
2026,Iran,19.0,Ali Nemati,DF,DF,1996-02-08,30.0,Foolad,Iran,,
2026,Iran,20.0,Shahriyar Moghanlou,FW,FW,1994-12-21,31.0,Kalba,United Arab Emirates,,
2026,Iran,21.0,Mohammad Ghorbani,MF,MF,2001-10-07,24.0,Al-Wahda,United Arab Emirates,,
2026,Iran,22.0,Hossein Hosseini,GK,GK,1992-06-30,33.0,Sepahan,Iran,,
2026,Iran,23.0,Ramin Rezaeian,DF,DF,1990-03-21,36.0,Foolad,Iran,,
2026,Iran,24.0,Dennis Eckert,FW,FW,1997-01-09,29.0,Standard Liège,,,
2026,Iran,25.0,Danial Eiri,DF,DF,2003-10-26,22.0,Malavan,Iran,,
2026,Iran,26.0,Amirmohammad Razzaghinia,MF,MF,2006-04-11,20.0,Esteghlal,Iran,,
2026,Iraq,1.0,Fahad Talib,GK,GK,1994-10-21,31.0,Al-Talaba,Iraq,,
2026,Iraq,2.0,Rebin Sulaka,DF,DF,1992-04-12,34.0,Port,Thailand,,
2026,Iraq,3.0,Hussein Ali,DF,DF,2002-03-01,24.0,Pogoń Szczecin,Poland,,
2026,Iraq,4.0,Zaid Tahseen,DF,DF,2001-01-29,25.0,Pakhtakor,Uzbekistan,,
2026,Iraq,5.0,Akam Hashim,DF,DF,1998-08-16,27.0,Al-Zawraa,Iraq,,
2026,Iraq,6.0,Manaf Younis,DF,DF,1996-11-16,29.0,Al-Shorta,Iraq,,
2026,Iraq,7.0,Youssef Amyn,MF,MF,2003-08-21,22.0,AEK Larnaca,Cyprus,,
2026,Iraq,8.0,Ibrahim Bayesh,MF,MF,2000-05-01,26.0,Al-Dhafra,United Arab Emirates,,
2026,Iraq,9.0,Ali Al-Hamadi,FW,FW,2002-03-01,24.0,Luton Town,England,,
2026,Iraq,10.0,Mohanad Ali,FW,FW,2000-06-20,25.0,Dibba,United Arab Emirates,,
2026,Iraq,11.0,Ahmed Qasem,FW,FW,2003-07-12,22.0,Nashville SC,United States,,
2026,Iraq,12.0,Jalal Hassan,GK,GK,1991-05-18,35.0,Al-Zawraa,Iraq,,
2026,Iraq,13.0,Ali Yousif,FW,FW,1996-01-19,30.0,Al-Talaba,Iraq,,
2026,Iraq,14.0,Zidane Iqbal,MF,MF,2003-04-27,23.0,Utrecht,Netherlands,,
2026,Iraq,15.0,Ahmed Yahya,DF,DF,1995-07-01,30.0,Al-Shorta,Iraq,,
2026,Iraq,16.0,Amir Al-Ammari,MF,MF,1997-07-27,28.0,Cracovia,Poland,,
2026,Iraq,17.0,Ali Jasim,FW,FW,2004-01-20,22.0,Al-Najma,Saudi Arabia,,
2026,Iraq,18.0,Aymen Hussein,FW,FW,1996-03-22,30.0,Al-Karma,Iraq,,
2026,Iraq,19.0,Kevin Yakob,MF,MF,2000-10-10,25.0,AGF,Denmark,,
2026,Iraq,20.0,Aimar Sher,MF,MF,2002-12-20,23.0,Sarpsborg 08,Norway,,
2026,Iraq,21.0,Marko Farji,FW,FW,2004-03-16,22.0,Venezia,Italy,,
2026,Iraq,22.0,Ahmed Basil,GK,GK,1996-08-19,29.0,Al-Shorta,Iraq,,
2026,Iraq,23.0,Merchas Doski,DF,DF,1999-12-07,26.0,Viktoria Plzeň,Czech Republic,,
2026,Iraq,24.0,Zaid Ismail,MF,MF,2002-01-03,24.0,Al-Talaba,Iraq,,
2026,Iraq,25.0,Mustafa Saadoon,DF,DF,2001-05-25,25.0,Al-Shorta,Iraq,,
2026,Iraq,26.0,Frans Putros,DF,DF,1993-07-14,32.0,Persib,Indonesia,,
2026,Ivory Coast,,Yahia Fofana,GK,GK,2000-08-21,25.0,Çaykur Rizespor,Turkey,,
2026,Ivory Coast,,Alban Lafont,GK,GK,1999-01-23,27.0,Panathinaikos,Greece,,
2026,Ivory Coast,,Mohamed Koné,GK,GK,2002-03-07,24.0,Charleroi,,,
2026,Ivory Coast,,Ghislain Konan,DF,DF,1995-12-27,30.0,Gil Vicente,,,
2026,Ivory Coast,,Odilon Kossounou,DF,DF,2001-01-04,25.0,Atalanta,Italy,,
2026,Ivory Coast,,Wilfried Singo,DF,DF,2000-12-25,25.0,Galatasaray,Turkey,,
2026,Ivory Coast,,Evan Ndicka,DF,DF,1999-08-20,26.0,Roma,Italy,,
2026,Ivory Coast,,Emmanuel Agbadou,DF,DF,1997-06-07,29.0,Beşiktaş,Turkey,,
2026,Ivory Coast,,Guéla Doué,DF,DF,2002-10-17,23.0,Strasbourg,France,,
2026,Ivory Coast,,Ousmane Diomande,DF,DF,2003-12-04,22.0,Sporting CP,,,
2026,Ivory Coast,,Clément Akpa,DF,DF,2001-11-24,24.0,Auxerre,France,,
2026,Ivory Coast,,Franck Kessié,MF,MF,1996-12-19,29.0,Al-Ahli,Saudi Arabia,,
2026,Ivory Coast,,Jean Michaël Seri,MF,MF,1991-07-19,34.0,Maribor,Slovenia,,
2026,Ivory Coast,,Ibrahim Sangaré,MF,MF,1997-12-02,28.0,Nottingham Forest,England,,
2026,Ivory Coast,,Seko Fofana,MF,MF,1995-05-07,31.0,Porto,,,
2026,Ivory Coast,,Christ Inao Oulaï,MF,MF,2006-04-06,20.0,Trabzonspor,Turkey,,
2026,Ivory Coast,,Parfait Guiagon,MF,MF,2001-02-22,25.0,Charleroi,,,
2026,Ivory Coast,,Nicolas Pépé,FW,FW,1995-05-29,31.0,Villarreal,Spain,,
2026,Ivory Coast,,Oumar Diakité,FW,FW,2003-12-20,22.0,Cercle Brugge,,,
2026,Ivory Coast,,Simon Adingra,FW,FW,2002-01-01,24.0,Monaco,France,,
2026,Ivory Coast,,Evann Guessand,FW,FW,2001-07-01,24.0,Crystal Palace,England,,
2026,Ivory Coast,,Amad Diallo,FW,FW,2002-07-11,23.0,Manchester United,England,,
2026,Ivory Coast,,Yan Diomande,FW,FW,2006-11-14,19.0,RB Leipzig,Germany,,
2026,Ivory Coast,,Bazoumana Touré,FW,FW,2006-03-02,20.0,TSG Hoffenheim,Germany,,
2026,Ivory Coast,,Elye Wahi,FW,FW,2003-01-02,23.0,Nice,France,,
2026,Ivory Coast,,Ange-Yoan Bonny,FW,FW,2003-10-25,22.0,Inter Milan,Italy,,
2026,Japan,,Zion Suzuki,GK,GK,2002-08-21,23.0,Parma,Italy,,
2026,Japan,,Keisuke Ōsako,GK,GK,1999-07-28,26.0,Sanfrecce Hiroshima,Japan,,
2026,Japan,,Tomoki Hayakawa,GK,GK,1999-03-03,27.0,Kashima Antlers,Japan,,
2026,Japan,,Yūto Nagatomo,DF,DF,1986-09-12,39.0,FC Tokyo,Japan,,
2026,Japan,,Takehiro Tomiyasu,DF,DF,1998-11-05,27.0,Ajax,Netherlands,,
2026,Japan,,Kō Itakura,DF,DF,1997-01-27,29.0,Ajax,Netherlands,,
2026,Japan,,Shōgo Taniguchi,DF,DF,1991-07-15,34.0,Sint-Truiden,,,
2026,Japan,,Hiroki Itō,DF,DF,1999-05-12,27.0,Bayern Munich,Germany,,
2026,Japan,,Yukinari Sugawara,DF,DF,2000-06-28,25.0,Werder Bremen,Germany,,
2026,Japan,,Ayumu Seko,DF,DF,2000-06-07,26.0,Le Havre,France,,
2026,Japan,,Tsuyoshi Watanabe,DF,DF,1997-02-05,29.0,Feyenoord,Netherlands,,
2026,Japan,,Junnosuke Suzuki,DF,DF,2003-07-12,22.0,Copenhagen,Denmark,,
2026,Japan,,Wataru Endo,MF,MF,1993-02-09,33.0,Liverpool,England,,
2026,Japan,,Junya Itō,MF,MF,1993-03-09,33.0,Genk,,,
2026,Japan,,Ritsu Dōan,MF,MF,1998-06-16,27.0,Eintracht Frankfurt,Germany,,
2026,Japan,,Daichi Kamada,MF,MF,1996-08-05,29.0,Crystal Palace,England,,
2026,Japan,,Takefusa Kubo,MF,MF,2001-06-04,25.0,Real Sociedad,Spain,,
2026,Japan,,Ao Tanaka,MF,MF,1998-09-10,27.0,Leeds United,England,,
2026,Japan,,Keito Nakamura,MF,MF,2000-07-28,25.0,Reims,France,,
2026,Japan,,Kaishū Sano,MF,MF,2000-12-30,25.0,Mainz 05,Germany,,
2026,Japan,,Ayase Ueda,FW,FW,1998-08-28,27.0,Feyenoord,Netherlands,,
2026,Japan,,Daizen Maeda,FW,FW,1997-10-20,28.0,Celtic,Scotland,,
2026,Japan,,Kōki Ogawa,FW,FW,1997-08-08,28.0,NEC,Netherlands,,
2026,Japan,,Yuito Suzuki,FW,FW,2001-10-25,24.0,SC Freiburg,Germany,,
2026,Japan,,Keisuke Gotō,FW,FW,2005-06-03,21.0,Sint-Truiden,,,
2026,Japan,,Kento Shiogai,FW,FW,2005-03-26,21.0,VfL Wolfsburg,Germany,,
2026,Jordan,1.0,Yazeed Abulaila,GK,GK,1993-01-08,33.0,Al-Hussein,Jordan,,
2026,Jordan,2.0,Mohammad Abu Hashish,DF,DF,1995-05-09,31.0,Al-Karma,Iraq,,
2026,Jordan,3.0,Abdallah Nasib,DF,DF,1994-02-25,32.0,Al-Zawraa,Iraq,,
2026,Jordan,4.0,Husam Abu Dahab,DF,DF,2000-05-13,26.0,Al-Faisaly,Jordan,,
2026,Jordan,5.0,Yazan Al-Arab,DF,DF,1996-01-31,30.0,FC Seoul,South Korea,,
2026,Jordan,6.0,Amer Jamous,MF,MF,2002-07-03,23.0,Al-Zawraa,Iraq,,
2026,Jordan,7.0,Mohammad Abu Zrayq,FW,FW,1997-12-30,28.0,Raja Casablanca,Morocco,,
2026,Jordan,8.0,Noor Al-Rawabdeh,MF,MF,1997-02-24,29.0,Selangor,Malaysia,,
2026,Jordan,9.0,Ali Olwan,FW,FW,2000-03-26,26.0,Al-Sailiya,Qatar,,
2026,Jordan,10.0,Musa Al-Taamari,FW,FW,1997-06-10,29.0,Rennes,France,,
2026,Jordan,11.0,Odeh Al-Fakhouri,FW,FW,2005-11-22,20.0,Pyramids,Egypt,,
2026,Jordan,12.0,Nour Bani Attiah,GK,GK,1993-01-25,33.0,Al-Faisaly,Jordan,,
2026,Jordan,13.0,Mahmoud Al-Mardi,FW,FW,1993-10-06,32.0,Al-Hussein,Jordan,,
2026,Jordan,14.0,Rajaei Ayed,MF,MF,1993-07-25,32.0,Al-Hussein,Jordan,,
2026,Jordan,15.0,Ibrahim Sadeh,MF,MF,2000-04-27,26.0,Al-Karma,Iraq,,
2026,Jordan,16.0,Mo Abualnadi,DF,DF,2001-02-08,25.0,Selangor,Malaysia,,
2026,Jordan,17.0,Salim Obaid,DF,DF,1992-01-17,34.0,Al-Hussein,Jordan,,
2026,Jordan,18.0,Ibrahim Sabra,FW,FW,2006-02-01,20.0,Lokomotiva Zagreb,Croatia,,
2026,Jordan,19.0,Saed Al-Rosan,DF,DF,1997-02-01,29.0,Al-Hussein,Jordan,,
2026,Jordan,20.0,Mohannad Abu Taha,MF,MF,2003-02-02,23.0,Al-Quwa Al-Jawiya,Iraq,,
2026,Jordan,21.0,Nizar Al-Rashdan,MF,MF,1999-03-23,27.0,Qatar SC,Qatar,,
2026,Jordan,22.0,Abdallah Al-Fakhouri,GK,GK,2000-01-22,26.0,Al-Wehdat,Jordan,,
2026,Jordan,23.0,Ihsan Haddad,DF,DF,1994-02-05,32.0,Al-Hussein,Jordan,,
2026,Jordan,24.0,Ali Azaizeh,FW,FW,2004-04-13,22.0,Al-Shabab,Saudi Arabia,,
2026,Jordan,25.0,Mohammad Al-Dawoud,MF,MF,1992-04-12,34.0,Al-Wehdat,Jordan,,
2026,Jordan,26.0,Anas Badawi,DF,DF,1997-09-13,28.0,Al-Faisaly,Jordan,,
2026,Mexico,1.0,Raúl Rangel,GK,GK,2000-02-25,26.0,Guadalajara,Mexico,,
2026,Mexico,2.0,Jorge Sánchez,DF,DF,1997-12-10,28.0,PAOK,Greece,,
2026,Mexico,3.0,César Montes,DF,DF,1997-02-24,29.0,Lokomotiv Moscow,Russia,,
2026,Mexico,4.0,Edson Álvarez,DF,DF,1997-10-24,28.0,Fenerbahçe,Turkey,,
2026,Mexico,5.0,Johan Vásquez,DF,DF,1998-10-22,27.0,Genoa,Italy,,
2026,Mexico,6.0,Érik Lira,MF,MF,2000-05-08,26.0,Cruz Azul,Mexico,,
2026,Mexico,7.0,Luis Romo,MF,MF,1995-06-05,31.0,Guadalajara,Mexico,,
2026,Mexico,8.0,Álvaro Fidalgo,MF,MF,1997-04-09,29.0,Real Betis,Spain,,
2026,Mexico,9.0,Raúl Jiménez,FW,FW,1991-05-05,35.0,Fulham,England,,
2026,Mexico,10.0,Alexis Vega,FW,FW,1997-11-25,28.0,Toluca,Mexico,,
2026,Mexico,11.0,Santiago Giménez,FW,FW,2001-04-18,25.0,Milan,Italy,,
2026,Mexico,12.0,Carlos Acevedo,GK,GK,1996-04-19,30.0,Santos Laguna,Mexico,,
2026,Mexico,13.0,Guillermo Ochoa,GK,GK,1985-07-13,40.0,AEL Limassol,Cyprus,,
2026,Mexico,14.0,Armando González,FW,FW,2003-04-20,23.0,Guadalajara,Mexico,,
2026,Mexico,15.0,Israel Reyes,DF,DF,2000-05-23,26.0,América,Mexico,,
2026,Mexico,16.0,Julián Quiñones,FW,FW,1997-03-24,29.0,Al-Qadsiah,Saudi Arabia,,
2026,Mexico,17.0,Orbelín Pineda,MF,MF,1996-03-24,30.0,AEK Athens,Greece,,
2026,Mexico,18.0,Obed Vargas,MF,MF,2005-08-05,20.0,Atlético Madrid,Spain,,
2026,Mexico,19.0,Gilberto Mora,MF,MF,2008-10-14,17.0,Tijuana,Mexico,,
2026,Mexico,20.0,Mateo Chávez,DF,DF,2004-05-12,22.0,AZ,Netherlands,,
2026,Mexico,21.0,César Huerta,FW,FW,2000-12-03,25.0,Anderlecht,,,
2026,Mexico,22.0,Guillermo Martínez,FW,FW,1995-03-15,31.0,UNAM,Mexico,,
2026,Mexico,23.0,Jesús Gallardo,DF,DF,1994-08-15,31.0,Toluca,Mexico,,
2026,Mexico,24.0,Luis Chávez,MF,MF,1996-01-15,30.0,Dynamo Moscow,Russia,,
2026,Mexico,25.0,Roberto Alvarado,FW,FW,1998-09-07,27.0,Guadalajara,Mexico,,
2026,Mexico,26.0,Brian Gutiérrez,MF,MF,2003-06-17,22.0,Guadalajara,Mexico,,
2026,Morocco,,Yassine Bounou,GK,GK,1991-04-05,35.0,Al-Hilal,Saudi Arabia,,
2026,Morocco,,Munir Mohamedi,GK,GK,1989-05-10,37.0,RS Berkane,Morocco,,
2026,Morocco,,Ahmed Reda Tagnaouti,GK,GK,1996-04-05,30.0,AS FAR,Morocco,,
2026,Morocco,,Achraf Hakimi,DF,DF,1998-11-04,27.0,Paris Saint-Germain,France,,
2026,Morocco,,Nayef Aguerd,DF,DF,1996-03-30,30.0,Marseille,France,,
2026,Morocco,,Noussair Mazraoui,DF,DF,1997-11-14,28.0,Manchester United,England,,
2026,Morocco,,Youssef Belammari,DF,DF,1998-09-20,27.0,Al Ahly,Egypt,,
2026,Morocco,,Anass Salah-Eddine,DF,DF,2002-01-18,24.0,PSV Eindhoven,Netherlands,,
2026,Morocco,,Chadi Riad,DF,DF,2003-06-17,22.0,Crystal Palace,England,,
2026,Morocco,,Issa Diop,DF,DF,1997-01-09,29.0,Fulham,England,,
2026,Morocco,,Zakaria El Ouahdi,DF,DF,2001-12-31,24.0,Genk,,,
2026,Morocco,,Redouane Halhal,DF,DF,2003-03-05,23.0,Mechelen,,,
2026,Morocco,,Sofyan Amrabat,MF,MF,1996-08-21,29.0,Real Betis,Spain,,
2026,Morocco,,Azzedine Ounahi,MF,MF,2000-04-19,26.0,Girona,Spain,,
2026,Morocco,,Bilal El Khannouss,MF,MF,2004-05-10,22.0,VfB Stuttgart,Germany,,
2026,Morocco,,Ismael Saibari,MF,MF,2001-01-28,25.0,PSV Eindhoven,Netherlands,,
2026,Morocco,,Neil El Aynaoui,MF,MF,2001-07-02,24.0,Roma,Italy,,
2026,Morocco,,Samir El Mourabet,MF,MF,2006-08-06,19.0,Strasbourg,France,,
2026,Morocco,,Ayyoub Bouaddi,MF,MF,2007-10-02,18.0,Lille,France,,
2026,Morocco,,Ayoub El Kaabi,FW,FW,1993-06-25,32.0,Olympiacos,Greece,,
2026,Morocco,,Abde Ezzalzouli,FW,FW,2001-12-17,24.0,Real Betis,Spain,,
2026,Morocco,,Soufiane Rahimi,FW,FW,1996-06-02,30.0,Al Ain,United Arab Emirates,,
2026,Morocco,,Brahim Díaz,FW,FW,1999-08-03,26.0,Real Madrid,Spain,,
2026,Morocco,,Chemsdine Talbi,FW,FW,2005-05-09,21.0,Sunderland,England,,
